datecode,year,month,day,temp,wind,flow
37824,2003,7,22,63.944,9.1909,53262
37825,2003,7,23,65.782,6.261,53160
37826,2003,7,24,69.871,6.707,52398
37827,2003,7,25,76.379,12.146,45472
37828,2003,7,26,78.669,10.392,38594
37829,2003,7,27,68.719,7.3703,43540
37830,2003,7,28,64.863,3.0113,51678
37831,2003,7,29,71.724,5.5436,51672
37832,2003,7,30,73.31,6.3888,51091
37833,2003,7,31,73.649,7.2173,50010
37834,2003,8,1,71.042,4.4748,46609
37835,2003,8,2,71.539,4.583,40200
37836,2003,8,3,66.702,3.6608,45199
37837,2003,8,4,67.539,4.063,52652
37838,2003,8,5,72.371,3.8363,52060
37839,2003,8,6,71.725,4.7064,52068
37840,2003,8,7,70.6,8.8921,51020
37841,2003,8,8,67.38,7.9863,47186
37842,2003,8,9,69.049,5.2797,40111
37843,2003,8,10,73.154,5.1832,42623
37844,2003,8,11,67.918,10.526,51014
37845,2003,8,12,68.383,6.6288,52483
37846,2003,8,13,72.403,4.4657,50606
37847,2003,8,14,76.679,3.7544,49095
37848,2003,8,15,80.663,5.6955,44537
37849,2003,8,16,75.845,6.7205,37575
37850,2003,8,17,72.655,4.9358,42909
37851,2003,8,18,74.042,6.5912,49456
37852,2003,8,19,75.051,6.9397,50475
37853,2003,8,20,82.001,10.66,48619
37854,2003,8,21,79.416,9.1881,50567
37855,2003,8,22,70.607,5.03,45612
37856,2003,8,23,70.286,6.085,40019
37857,2003,8,24,80.355,9.476,41778
37858,2003,8,25,79.434,6.9983,49395
37859,2003,8,26,78.212,5.3522,48850
37860,2003,8,27,69.248,8.4908,51550
37861,2003,8,28,78.743,9.1688,49037
37862,2003,8,29,69.493,7.8699,43768
37863,2003,8,30,64.993,4.6674,37031
37864,2003,8,31,63.971,5.4963,36057
37865,2003,9,1,63.383,5.9606,44977
37866,2003,9,2,67.173,6.8954,50990
37867,2003,9,3,67.43,9.7664,53208
37868,2003,9,4,60.056,4.4949,54386
37869,2003,9,5,64.804,6.5488,48166
37870,2003,9,6,72.547,5.3164,41358
37871,2003,9,7,71.854,3.0901,44604
37872,2003,9,8,73.522,4.0308,49193
37873,2003,9,9,71.384,6.291,51285
37874,2003,9,10,72.706,8.5769,51487
37875,2003,9,11,73.14,11.624,51447
37876,2003,9,12,70.321,8.7473,46382
37877,2003,9,13,69.133,6.9405,40840
37878,2003,9,14,60.424,5.7881,47595
37879,2003,9,15,61.517,5.6833,54090
37880,2003,9,16,68.542,6.0659,52625
37881,2003,9,17,69.476,10.004,53164
37882,2003,9,18,66.351,10.896,53201
37883,2003,9,19,53.465,6.4571,55301
37884,2003,9,20,56.67,4.0488,50126
37885,2003,9,21,64.404,8.3882,48789
37886,2003,9,22,56.047,9.2628,59520
37887,2003,9,23,61.112,8.7544,59170
37888,2003,9,24,56.533,9.8631,62226
37889,2003,9,25,51.015,6.2172,72432
37890,2003,9,26,53.301,8.3987,68221
37891,2003,9,27,50.817,9.7989,70302
37892,2003,9,28,46.197,7.2861,86946
37893,2003,9,29,47.654,8.0945,94342
37894,2003,9,30,44.21,7.5305,1.12E+05
37895,2003,10,1,39.505,7.5256,1.36E+05
37896,2003,10,2,45.602,8.5573,1.20E+05
37897,2003,10,3,46.502,7.0847,1.13E+05
37898,2003,10,4,45.172,3.9361,98153
37899,2003,10,5,44.606,3.3703,1.07E+05
37900,2003,10,6,51.457,5.0591,96119
37901,2003,10,7,66.483,6.8131,62743
37902,2003,10,8,65.133,5.1249,58793
37903,2003,10,9,60.888,3.6672,61516
37904,2003,10,10,62.954,4.4271,53697
37905,2003,10,11,60.901,10.186,50261
37906,2003,10,12,55.196,5.951,65814
37907,2003,10,13,58.024,7.2197,67402
37908,2003,10,14,48.427,7.9166,99366
37909,2003,10,15,49.695,7.1406,99405
37910,2003,10,16,42.799,4.5542,1.23E+05
37911,2003,10,17,50.007,7.3887,1.02E+05
37912,2003,10,18,56.276,5.9495,69231
37913,2003,10,19,54.004,6.2484,79342
37914,2003,10,20,67.287,11.119,61596
37915,2003,10,21,48.676,6.7484,86676
37916,2003,10,22,45.991,5.6359,1.11E+05
37917,2003,10,23,42.792,2.8436,1.24E+05
37918,2003,10,24,49.805,4.7981,99010
37919,2003,10,25,46.303,7.1754,1.01E+05
37920,2003,10,26,38.823,5.2087,1.37E+05
37921,2003,10,27,41.5,8.5763,1.39E+05
37922,2003,10,28,42.276,10.603,1.42E+05
37923,2003,10,29,43.972,7.3359,1.28E+05
37924,2003,10,30,60.993,9.8832,77703
37925,2003,10,31,48.193,8.8873,89676
37926,2003,11,1,43.938,4.9987,1.12E+05
37927,2003,11,2,45.655,7.1711,1.17E+05
37928,2003,11,3,44.872,10.592,1.38E+05
37929,2003,11,4,48.493,9.3602,1.10E+05
37930,2003,11,5,34.277,6.3039,1.74E+05
37931,2003,11,6,32.883,7.1586,1.83E+05
37932,2003,11,7,26.583,9.4733,2.08E+05
37933,2003,11,8,25.006,3.384,2.08E+05
37934,2003,11,9,32.851,5.9729,1.85E+05
37935,2003,11,10,45.572,8.3906,1.49E+05
37936,2003,11,11,46.595,5.3508,1.28E+05
37937,2003,11,12,38.948,18.119,1.83E+05
37938,2003,11,13,32.593,9.5557,2.02E+05
37939,2003,11,14,42.57,7.8629,1.50E+05
37940,2003,11,15,41.302,3.4943,1.38E+05
37941,2003,11,16,42.004,3.3666,1.35E+05
37942,2003,11,17,50.972,11.275,1.21E+05
37943,2003,11,18,48.034,7.1846,1.17E+05
37944,2003,11,19,44.275,8.3647,1.37E+05
37945,2003,11,20,51.275,10.654,1.08E+05
37946,2003,11,21,40.423,11.871,1.48E+05
37947,2003,11,22,46.318,8.0639,1.23E+05
37948,2003,11,23,36.669,13.492,1.56E+05
37949,2003,11,24,23.813,12.095,2.53E+05
37950,2003,11,25,34.608,10.167,1.98E+05
37951,2003,11,26,39.164,5.2511,1.50E+05
37952,2003,11,27,35.664,7.7501,1.50E+05
37953,2003,11,28,27.619,12.223,2.12E+05
37954,2003,11,29,34.714,10.055,1.90E+05
37955,2003,11,30,41.087,13.923,1.58E+05
37956,2003,12,1,30.114,10.512,2.13E+05
37957,2003,12,2,29.625,5.0549,2.09E+05
37958,2003,12,3,34.262,9.2267,1.91E+05
37959,2003,12,4,36.803,9.0593,1.81E+05
37960,2003,12,5,35.234,9.1118,1.76E+05
37961,2003,12,6,31.619,4.3964,1.83E+05
37962,2003,12,7,36.769,8.7145,1.72E+05
37963,2003,12,8,39.77,5.2431,1.62E+05
37964,2003,12,9,40.588,9.4897,1.61E+05
37965,2003,12,10,28.021,14.343,2.17E+05
37966,2003,12,11,12.56,9.8073,2.88E+05
37967,2003,12,12,14.322,3.0921,2.81E+05
37968,2003,12,13,26.605,6.7123,2.28E+05
37969,2003,12,14,27.074,7.9064,2.20E+05
37970,2003,12,15,34.877,11.539,2.08E+05
37971,2003,12,16,26.876,12.608,2.35E+05
37972,2003,12,17,21.369,6.7172,2.56E+05
37973,2003,12,18,24.824,9.8068,2.53E+05
37974,2003,12,19,19.29,9.0318,2.65E+05
37975,2003,12,20,27.2,11.406,2.37E+05
37976,2003,12,21,39.384,10.046,1.73E+05
37977,2003,12,22,36.941,6.3705,1.74E+05
37978,2003,12,23,24.839,9.6334,2.22E+05
37979,2003,12,24,20.286,7.0767,2.39E+05
37980,2003,12,25,24.523,3.3057,2.15E+05
37981,2003,12,26,35.577,7.3442,1.84E+05
37982,2003,12,27,43.11,13.183,1.56E+05
37983,2003,12,28,41.736,8.4358,1.46E+05
37984,2003,12,29,31.502,9.8717,1.92E+05
37985,2003,12,30,35.617,12.122,1.88E+05
37986,2003,12,31,27.513,5.1835,1.92E+05
37987,2004,1,1,37.542,6.758,1.70E+05
37988,2004,1,2,43.208,8.2718,1.45E+05
37989,2004,1,3,28.076,9.9146,2.01E+05
37990,2004,1,4,24.223,12.965,2.37E+05
37991,2004,1,5,6.0297,11.371,3.10E+05
37992,2004,1,6,7.4463,10.476,3.47E+05
37993,2004,1,7,15.096,5.0911,3.02E+05
37994,2004,1,8,21.993,7.8136,2.64E+05
37995,2004,1,9,18.943,3.4508,2.61E+05
37996,2004,1,10,25.34,9.3902,2.42E+05
37997,2004,1,11,34.729,9.5743,2.06E+05
37998,2004,1,12,46.495,7.4798,1.76E+05
37999,2004,1,13,44.476,5.1245,1.86E+05
38000,2004,1,14,41.505,7.6036,2.11E+05
38001,2004,1,15,21.285,6.9628,2.63E+05
38002,2004,1,16,26.55,10.843,2.40E+05
38003,2004,1,17,23.962,9.8455,2.28E+05
38004,2004,1,18,5.2138,10.859,3.22E+05
38005,2004,1,19,9.0494,7.0549,3.29E+05
38006,2004,1,20,14.423,5.5279,3.08E+05
38007,2004,1,21,16.338,14.774,3.06E+05
38008,2004,1,22,2.9397,10.036,3.65E+05
38009,2004,1,23,12.405,7.6507,3.08E+05
38010,2004,1,24,12.658,7.7936,2.83E+05
38011,2004,1,25,19.408,16.615,2.90E+05
38012,2004,1,26,19.694,10.258,2.77E+05
38013,2004,1,27,13.023,10.491,3.06E+05
38014,2004,1,28,1.9841,10.703,3.51E+05
38015,2004,1,29,-3.6,9.3777,3.91E+05
38016,2004,1,30,-1.6373,8.8536,3.80E+05
38017,2004,1,31,13.544,4.5856,2.95E+05
38018,2004,2,1,26.432,10.467,2.50E+05
38019,2004,2,2,28.953,6.6578,2.31E+05
38020,2004,2,3,12.069,9.044,2.87E+05
38021,2004,2,4,19.538,5.113,2.75E+05
38022,2004,2,5,26.492,10.555,2.50E+05
38023,2004,2,6,26.594,7.6862,2.26E+05
38024,2004,2,7,17.035,6.3989,2.54E+05
38025,2004,2,8,23.875,14.632,2.58E+05
38026,2004,2,9,26.529,10.745,2.49E+05
38027,2004,2,10,17.188,8.169,2.66E+05
38028,2004,2,11,24.159,7.9544,2.44E+05
38029,2004,2,12,19.409,9.1982,2.63E+05
38030,2004,2,13,23.327,11.418,2.57E+05
38031,2004,2,14,17.513,8.0157,2.53E+05
38032,2004,2,15,11.965,3.8278,2.80E+05
38033,2004,2,16,20.158,5.8493,2.58E+05
38034,2004,2,17,23.339,5.3066,2.42E+05
38035,2004,2,18,35.424,7.2024,2.06E+05
38036,2004,2,19,36.774,8.5779,1.85E+05
38037,2004,2,20,33.595,12.211,1.98E+05
38038,2004,2,21,29.819,5.5833,1.96E+05
38039,2004,2,22,36.118,6.0472,1.77E+05
38040,2004,2,23,36.638,7.5848,1.83E+05
38041,2004,2,24,31.552,6.49,2.10E+05
38042,2004,2,25,30.444,4.7373,1.94E+05
38043,2004,2,26,31.809,6.0813,1.90E+05
38044,2004,2,27,32.881,5.1819,1.83E+05
38045,2004,2,28,41.762,5.4764,1.40E+05
38046,2004,2,29,47.632,8.617,1.20E+05
38047,2004,3,1,45.282,10.319,1.45E+05
38048,2004,3,2,39.866,6.7915,1.65E+05
38049,2004,3,3,39.522,4.9002,1.68E+05
38050,2004,3,4,40.837,11.32,1.69E+05
38051,2004,3,5,38.696,9.5384,1.61E+05
38052,2004,3,6,38.81,10.999,1.65E+05
38053,2004,3,7,33.134,13.931,2.06E+05
38054,2004,3,8,31.632,5.0692,1.98E+05
38055,2004,3,9,31.616,6.6788,2.02E+05
38056,2004,3,10,39.804,13.446,1.69E+05
38057,2004,3,11,18.48,14.747,2.73E+05
38058,2004,3,12,23.632,5.357,2.35E+05
38059,2004,3,13,38.351,13.575,1.83E+05
38060,2004,3,14,33.081,12.405,2.07E+05
38061,2004,3,15,30.288,11.052,2.17E+05
38062,2004,3,16,30.842,8.3298,2.09E+05
38063,2004,3,17,31.123,4.4437,2.10E+05
38064,2004,3,18,31.731,4.632,2.08E+05
38065,2004,3,19,45.689,11.462,1.49E+05
38066,2004,3,20,37.175,16.025,1.63E+05
38067,2004,3,21,24.344,7.2262,2.26E+05
38068,2004,3,22,34.596,8.92,1.94E+05
38069,2004,3,23,46.184,8.0777,1.36E+05
38070,2004,3,24,55.205,8.1559,1.03E+05
38071,2004,3,25,58.388,10.476,79516
38072,2004,3,26,47.896,7.833,1.02E+05
38073,2004,3,27,50.993,11.198,1.07E+05
38074,2004,3,28,51.381,10.687,96068
38075,2004,3,29,49.046,6.1986,1.02E+05
38076,2004,3,30,37.668,14.886,1.64E+05
38077,2004,3,31,36.799,8.4371,1.70E+05
38078,2004,4,1,39.477,9.4753,1.50E+05
38079,2004,4,2,42.474,7.1423,1.37E+05
38080,2004,4,3,40.212,14.599,1.45E+05
38081,2004,4,4,35.344,5.8182,1.63E+05
38082,2004,4,5,44.258,8.6717,1.48E+05
38083,2004,4,6,51.767,6.6837,1.06E+05
38084,2004,4,7,49.965,8.1996,1.09E+05
38085,2004,4,8,43.026,6.8121,1.24E+05
38086,2004,4,9,43.28,5.0878,1.15E+05
38087,2004,4,10,37.047,7.3487,1.34E+05
38088,2004,4,11,34.173,8.6608,1.58E+05
38089,2004,4,12,34.092,9.9441,1.79E+05
38090,2004,4,13,41.239,6.8341,1.52E+05
38091,2004,4,14,51.898,5.1901,1.04E+05
38092,2004,4,15,62.093,10.611,74929
38093,2004,4,16,65.656,7.9176,57559
38094,2004,4,17,57.325,8.2643,63528
38095,2004,4,18,73.122,18.947,55123
38096,2004,4,19,49.579,9.5451,81532
38097,2004,4,20,52.206,10.687,1.01E+05
38098,2004,4,21,47.763,8.2935,1.01E+05
38099,2004,4,22,42.104,9.0772,1.35E+05
38100,2004,4,23,48.583,6.9923,97161
38101,2004,4,24,45.123,10.157,1.18E+05
38102,2004,4,25,49.255,10.353,1.07E+05
38103,2004,4,26,43.594,11.641,1.22E+05
38104,2004,4,27,48.125,10.055,1.16E+05
38105,2004,4,28,71.051,18.026,63677
38106,2004,4,29,58.366,11.773,67500
38107,2004,4,30,43.85,8.0754,1.12E+05
38108,2004,5,1,42.663,8.6974,1.21E+05
38109,2004,5,2,39.596,5.888,1.28E+05
38110,2004,5,3,46.93,9.0143,1.23E+05
38111,2004,5,4,55.078,9.3325,86398
38112,2004,5,5,57.138,7.6258,86396
38113,2004,5,6,57.95,9.7465,75608
38114,2004,5,7,48.037,11.492,1.01E+05
38115,2004,5,8,55.562,6.5117,76005
38116,2004,5,9,66.129,5.9719,63043
38117,2004,5,10,60.29,6.0377,66028
38118,2004,5,11,64.947,7.3763,70057
38119,2004,5,12,70.312,8.7978,57162
38120,2004,5,13,61.243,7.4105,60125
38121,2004,5,14,47.745,6.944,83683
38122,2004,5,15,47.992,5.0228,83965
38123,2004,5,16,60.423,9.141,65578
38124,2004,5,17,64.829,9.3378,59976
38125,2004,5,18,51.221,6.3377,82471
38126,2004,5,19,65.198,7.7948,61438
38127,2004,5,20,64.725,10.212,58895
38128,2004,5,21,57.343,7.3574,66357
38129,2004,5,22,57.055,7.369,62121
38130,2004,5,23,62.131,11.622,59239
38131,2004,5,24,50.285,7.3367,81878
38132,2004,5,25,58.142,6.7283,69179
38133,2004,5,26,56.001,6.9039,71778
38134,2004,5,27,58.231,10.346,66768
38135,2004,5,28,51.967,5.8227,70744
38136,2004,5,29,55.017,10.222,72262
38137,2004,5,30,60.457,9.2678,62841
38138,2004,5,31,60.477,9.1998,57477
38139,2004,6,1,61.103,7.7938,58964
38140,2004,6,2,56.774,7.6892,68295
38141,2004,6,3,56.537,6.5,69020
38142,2004,6,4,60.063,3.5746,59031
38143,2004,6,5,66.402,5.2202,48415
38144,2004,6,6,73.639,7.4899,48713
38145,2004,6,7,79.317,11.372,50641
38146,2004,6,8,80.865,8.729,50451
38147,2004,6,9,61.442,8.5051,54512
38148,2004,6,10,59.157,7.5897,64525
38149,2004,6,11,60.751,9.1686,62183
38150,2004,6,12,67.55,4.5829,46757
38151,2004,6,13,73.149,7.2014,48065
38152,2004,6,14,70.033,5.7398,53395
38153,2004,6,15,66.361,3.9736,54523
38154,2004,6,16,72.317,4.4565,54419
38155,2004,6,17,66.1,4.3352,55603
38156,2004,6,18,63.972,9.4125,52148
38157,2004,6,19,58.389,6.5688,50015
38158,2004,6,20,65.412,7.3848,50005
38159,2004,6,21,60.885,6.3383,59598
38160,2004,6,22,64.815,8.2205,55859
38161,2004,6,23,63.298,7.2071,57122
38162,2004,6,24,54.447,5.0688,67439
38163,2004,6,25,62.544,6.3121,55077
38164,2004,6,26,63.67,5.209,47791
38165,2004,6,27,63.466,6.0525,51535
38166,2004,6,28,66.419,6.2012,54059
38167,2004,6,29,72.417,6.6189,53234
38168,2004,6,30,73.737,5.7899,51739
38169,2004,7,1,67.926,6.6348,51627
38170,2004,7,2,68.747,7.4993,47423
38171,2004,7,3,70.946,7.6303,40278
38172,2004,7,4,70.595,8.0631,37624
38173,2004,7,5,64.128,8.5648,47830
38174,2004,7,6,67.268,7.8466,52609
38175,2004,7,7,60.327,8.1545,56877
38176,2004,7,8,64.343,5.5598,54649
38177,2004,7,9,64.696,5.1167,50613
38178,2004,7,10,69.432,4.1888,43334
38179,2004,7,11,73.939,5.2769,44173
38180,2004,7,12,74.768,4.2397,52530
38181,2004,7,13,75.624,10.092,51922
38182,2004,7,14,69.95,5.379,51986
38183,2004,7,15,74.188,5.2324,51753
38184,2004,7,16,68.73,8.434,48481
38185,2004,7,17,66.426,8.3756,44004
38186,2004,7,18,69.329,4.1701,45651
38187,2004,7,19,75.15,6.1053,50704
38188,2004,7,20,78.084,5.593,50190
38189,2004,7,21,77.464,6.4785,47718
38190,2004,7,22,70.751,8.795,48557
38191,2004,7,23,63.672,6.6125,47301
38192,2004,7,24,64.021,5.7393,44611
38193,2004,7,25,64.175,5.2482,47541
38194,2004,7,26,67.202,4.9099,51658
38195,2004,7,27,70.096,4.3275,51562
38196,2004,7,28,72.679,7.4025,48927
38197,2004,7,29,72.316,6.3241,48176
38198,2004,7,30,69.184,6.8596,45847
38199,2004,7,31,72.174,5.8763,40614
38200,2004,8,1,77.014,7.0096,42953
38201,2004,8,2,76.242,4.8715,48883
38202,2004,8,3,71.746,7.605,50073
38203,2004,8,4,66.202,11.234,51738
38204,2004,8,5,63.12,7.9142,54122
38205,2004,8,6,67.448,4.8181,48075
38206,2004,8,7,67.681,4.3196,42509
38207,2004,8,8,71.625,7.7811,44401
38208,2004,8,9,70.565,10.657,50207
38209,2004,8,10,59.546,10.115,54499
38210,2004,8,11,54.803,8.767,58440
38211,2004,8,12,58.916,6.126,56545
38212,2004,8,13,59.578,6.0176,53800
38213,2004,8,14,59.984,3.6114,47646
38214,2004,8,15,63.815,5.2897,47556
38215,2004,8,16,67.325,7.5007,52341
38216,2004,8,17,68.056,4.0527,51706
38217,2004,8,18,66.457,9.4405,51580
38218,2004,8,19,61.891,5.7254,52699
38219,2004,8,20,61.1,5.2641,49176
38220,2004,8,21,61.589,6.0974,44309
38221,2004,8,22,72.443,9.6698,45558
38222,2004,8,23,66.716,9.0707,53430
38223,2004,8,24,70.327,7.8303,53691
38224,2004,8,25,70.723,8.0026,53123
38225,2004,8,26,75.614,8.588,51607
38226,2004,8,27,72.571,7.0588,47101
38227,2004,8,28,58.182,9.0036,45667
38228,2004,8,29,59.247,4.6708,50960
38229,2004,8,30,65.73,3.7942,53643
38230,2004,8,31,67.068,4.189,53134
38231,2004,9,1,71.088,5.7477,50567
38232,2004,9,2,72.976,4.9807,49882
38233,2004,9,3,71.237,2.9383,45715
38234,2004,9,4,73.065,5.74,39086
38235,2004,9,5,76.586,10.883,37154
38236,2004,9,6,65.214,8.4938,46512
38237,2004,9,7,63.031,8.535,53176
38238,2004,9,8,60.615,8.8759,55632
38239,2004,9,9,61.594,3.7837,53357
38240,2004,9,10,68.656,7.4654,47746
38241,2004,9,11,71.26,5.0864,42810
38242,2004,9,12,71.787,5.4382,46532
38243,2004,9,13,74.359,9.5426,49787
38244,2004,9,14,75.091,10.262,49333
38245,2004,9,15,69.297,11.181,51384
38246,2004,9,16,60.846,5.2606,55641
38247,2004,9,17,61.967,4.8904,50029
38248,2004,9,18,65.437,7.4734,44376
38249,2004,9,19,66.195,8.7719,47890
38250,2004,9,20,64.688,6.9904,52319
38251,2004,9,21,66.769,4.796,53351
38252,2004,9,22,67.89,5.0959,53979
38253,2004,9,23,71.162,8.8347,51406
38254,2004,9,24,63.79,7.8907,49108
38255,2004,9,25,57.194,2.8217,46968
38256,2004,9,26,59.543,3.3295,51447
38257,2004,9,27,62.303,8.9078,54750
38258,2004,9,28,52.999,9.6087,65420
38259,2004,9,29,52.411,3.327,67835
38260,2004,9,30,59.548,6.8467,60972
38261,2004,10,1,52.978,11.016,62498
38262,2004,10,2,46.912,7.1192,76982
38263,2004,10,3,56.732,11.573,68190
38264,2004,10,4,42.437,4.6656,1.05E+05
38265,2004,10,5,52.808,7.9917,90709
38266,2004,10,6,61.744,6.6976,62295
38267,2004,10,7,66.305,8.2797,56116
38268,2004,10,8,59.855,9.1834,55552
38269,2004,10,9,53.632,3.8606,59673
38270,2004,10,10,50.571,3.6785,71892
38271,2004,10,11,50.561,4.383,84882
38272,2004,10,12,52.881,5.1769,80146
38273,2004,10,13,53.566,7.5434,79821
38274,2004,10,14,47.71,7.8322,95659
38275,2004,10,15,44.061,10.932,1.14E+05
38276,2004,10,16,39.894,14.452,1.36E+05
38277,2004,10,17,46.59,5.974,1.08E+05
38278,2004,10,18,47.875,13.229,1.16E+05
38279,2004,10,19,49.365,7.3141,1.06E+05
38280,2004,10,20,49.27,4.9029,1.05E+05
38281,2004,10,21,51.861,10.458,90678
38282,2004,10,22,56.793,13.689,83157
38283,2004,10,23,57.99,10.964,65562
38284,2004,10,24,50.49,3.1804,79997
38285,2004,10,25,55.843,7.0806,76216
38286,2004,10,26,51.779,7.7972,92435
38287,2004,10,27,52.078,6.6455,92820
38288,2004,10,28,58.923,9.2937,77005
38289,2004,10,29,66.418,12.55,53812
38290,2004,10,30,48.6,13.284,90935
38291,2004,10,31,47.826,6.2334,99602
38292,2004,11,1,45.557,11.535,1.27E+05
38293,2004,11,2,45.132,5.8086,1.28E+05
38294,2004,11,3,46.272,7.6101,1.14E+05
38295,2004,11,4,43.116,10.471,1.39E+05
38296,2004,11,5,47.621,10.263,1.23E+05
38297,2004,11,6,54.693,8.2722,82002
38298,2004,11,7,40.626,9.2636,1.29E+05
38299,2004,11,8,39.481,4.4385,1.53E+05
38300,2004,11,9,48.375,12.008,1.23E+05
38301,2004,11,10,48.595,10.929,1.13E+05
38302,2004,11,11,34.859,8.1287,1.62E+05
38303,2004,11,12,34.629,4.7924,1.59E+05
38304,2004,11,13,34.791,3.1782,1.53E+05
38305,2004,11,14,39.91,4.1378,1.42E+05
38306,2004,11,15,45.349,4.6176,1.38E+05
38307,2004,11,16,53.01,6.2226,1.00E+05
38308,2004,11,17,57.489,5.204,81195
38309,2004,11,18,50.191,6.4138,94072
38310,2004,11,19,50.472,7.0903,99925
38311,2004,11,20,40.796,8.7139,1.29E+05
38312,2004,11,21,37.15,3.9474,1.52E+05
38313,2004,11,22,43.847,7.016,1.41E+05
38314,2004,11,23,39.547,9.6174,1.49E+05
38315,2004,11,24,29.593,9.9588,1.94E+05
38316,2004,11,25,32.03,6.6876,1.66E+05
38317,2004,11,26,40.321,7.2794,1.44E+05
38318,2004,11,27,38.23,12.038,1.51E+05
38319,2004,11,28,34.907,4.0636,1.66E+05
38320,2004,11,29,31.947,3.5787,1.91E+05
38321,2004,11,30,31.144,6.8832,1.98E+05
38322,2004,12,1,29.322,5.4855,2.01E+05
38323,2004,12,2,29.317,7.8456,2.11E+05
38324,2004,12,3,32.706,10.222,2.02E+05
38325,2004,12,4,35.769,6.3308,1.66E+05
38326,2004,12,5,39.525,12.882,1.64E+05
38327,2004,12,6,44.114,6.6059,1.46E+05
38328,2004,12,7,39.899,9.4913,1.60E+05
38329,2004,12,8,38.918,7.0831,1.63E+05
38330,2004,12,9,43.395,5.1743,1.39E+05
38331,2004,12,10,37.591,11.745,1.64E+05
38332,2004,12,11,33.137,10.671,1.87E+05
38333,2004,12,12,31.086,18.61,2.15E+05
38334,2004,12,13,20.544,12.763,2.64E+05
38335,2004,12,14,21.267,7.4354,2.60E+05
38336,2004,12,15,33.949,12.801,2.22E+05
38337,2004,12,16,28.057,8.9915,2.21E+05
38338,2004,12,17,29.03,7.7059,2.14E+05
38339,2004,12,18,18.587,13.809,2.52E+05
38340,2004,12,19,9.7966,9.255,3.14E+05
38341,2004,12,20,24.48,11.385,2.75E+05
38342,2004,12,21,14.399,11.591,2.87E+05
38343,2004,12,22,5.8105,11.129,3.40E+05
38344,2004,12,23,3.8032,10.206,3.39E+05
38345,2004,12,24,7.8457,7.759,3.17E+05
38346,2004,12,25,14.64,6.0107,2.73E+05
38347,2004,12,26,16.842,5.0618,2.64E+05
38348,2004,12,27,24.457,8.2172,2.52E+05
38349,2004,12,28,31.675,5.626,2.12E+05
38350,2004,12,29,29.752,3.6356,2.10E+05
38351,2004,12,30,47.794,13.603,1.48E+05
38352,2004,12,31,33.354,10.557,1.62E+05
38353,2005,1,1,35.741,10.306,1.85E+05
38354,2005,1,2,31.764,6.1042,1.89E+05
38355,2005,1,3,27.275,7.8405,2.28E+05
38356,2005,1,4,26.468,12.724,2.43E+05
38357,2005,1,5,23.082,13.053,2.61E+05
38358,2005,1,6,15.08,7.1015,2.68E+05
38359,2005,1,7,21.95,5.5343,2.53E+05
38360,2005,1,8,23.8,6.3564,2.33E+05
38361,2005,1,9,28.675,7.6938,2.23E+05
38362,2005,1,10,27.834,5.9153,2.32E+05
38363,2005,1,11,33.931,8.2449,2.07E+05
38364,2005,1,12,39.922,8.3029,1.72E+05
38365,2005,1,13,14.803,12.323,2.84E+05
38366,2005,1,14,3.2175,7.4525,3.47E+05
38367,2005,1,15,4.3865,7.5402,3.40E+05
38368,2005,1,16,4.9842,8.2455,3.42E+05
38369,2005,1,17,2.215,7.1887,3.71E+05
38370,2005,1,18,21.57,14.733,3.15E+05
38371,2005,1,19,23.928,7.5487,2.63E+05
38372,2005,1,20,22.349,10.01,2.67E+05
38373,2005,1,21,19.734,10.496,2.67E+05
38374,2005,1,22,11.755,12.734,2.98E+05
38375,2005,1,23,18.296,8.9646,2.76E+05
38376,2005,1,24,28.307,4.4534,2.30E+05
38377,2005,1,25,33.262,10.582,2.08E+05
38378,2005,1,26,15.991,8.7254,2.80E+05
38379,2005,1,27,12.133,5.3879,2.89E+05
38380,2005,1,28,23.787,6.4053,2.49E+05
38381,2005,1,29,30.434,5.4936,2.05E+05
38382,2005,1,30,30.727,3.0406,2.10E+05
38383,2005,1,31,31.181,2.5765,2.12E+05
38384,2005,2,1,30.864,4.2871,2.11E+05
38385,2005,2,2,29.126,5.3657,2.17E+05
38386,2005,2,3,32.821,4.6919,1.96E+05
38387,2005,2,4,40.029,6.422,1.59E+05
38388,2005,2,5,42.59,7.7641,1.40E+05
38389,2005,2,6,40.169,5.121,1.57E+05
38390,2005,2,7,31.971,8.3118,1.99E+05
38391,2005,2,8,23.959,6.8686,2.45E+05
38392,2005,2,9,22.737,7.1211,2.51E+05
38393,2005,2,10,24.526,7.5893,2.40E+05
38394,2005,2,11,34.642,8.6053,2.00E+05
38395,2005,2,12,37.532,6.7162,1.61E+05
38396,2005,2,13,36.636,12.115,1.93E+05
38397,2005,2,14,37.176,8.4764,1.94E+05
38398,2005,2,15,30.566,6.8747,2.08E+05
38399,2005,2,16,23.786,10.9,2.49E+05
38400,2005,2,17,14.984,9.8961,2.95E+05
38401,2005,2,18,21.573,6.3926,2.56E+05
38402,2005,2,19,31.45,9.2198,2.05E+05
38403,2005,2,20,33.254,7.8881,2.07E+05
38404,2005,2,21,30.161,5.6949,2.13E+05
38405,2005,2,22,23.9,4.4676,2.34E+05
38406,2005,2,23,26.137,3.6238,2.22E+05
38407,2005,2,24,29.253,5.0731,2.17E+05
38408,2005,2,25,28.548,6.9254,2.18E+05
38409,2005,2,26,27.029,9.0315,2.19E+05
